Term,es,nes,pval,fdr,geneset_size,matched_size,genes,ledge_genes
Adrenergic signaling in cardiomyocytes Homo sapiens hsa04261,-0.16942324376214116,-0.626732339111792,0.8707482993197279,1.0,148,148,ATP1B3;AGTR1;CALML5;CREB3;CACNG1;PPP1CB;PLN;GNAI2;SCN7A;TPM3;ADCY9;PIK3R1;SCN5A;PPP1CA;MAPK3;ADCY2;PPP2R3A;PIK3CA;PPP2R5A;MAPK1;CACNA2D4;CREB3L2;PLCB1;PPP1R1A;KCNQ1;GNAI1;PPP2R3C;CREB3L1;ATP2A2;CACNG4;ADRA1D;TPM1;PIK3R5;ATF4;ATP1A3;PLCB2;CACNA1D;CREB5;PPP2R5C;ADRB1;CACNG2;PPP2R2D;MYL2;PPP2R1A;PPP2CA;ADRA1B;CREM;CACNA2D2;MAPK14;GNAI3;PIK3CD;PIK3R2;TNNC1;PLCB3;SLC8A1;AKT3;AKT1;CACNG3;SCN4B;CREB1;CACNA2D1;ADCY8;PIK3CG;PPP2R5D;CACNB3;PIK3R3;CALM3;CAMK2A;CREB3L3;CACNB2;PPP2CB;MYL3;PPP1CC;ATF2;CACNA2D3;ADRB2;CAMK2B;TPM4;ATP1A1;GNAS;ATP2B1;PRKACG;GNAQ;PPP2R2C;CAMK2D;PRKCA;ATP2B2;MYH7;SLC9A1;PIK3CB;MYH6;PRKACB;CACNB1;BCL2;ATP2B3;CALML3;CACNA1C;ADCY5;MAPK13;MYL4;ATF6B;TNNI3;PRKACA;ADCY1;RAPGEF4;CALM1;CACNG8;ATP1A2;CACNA1F;TNNT2;FXYD2;RYR2;CACNB4;PPP2R5E;PPP2R3B;ADCY4;ATP2B4;ADCY7;PPP2R2B;TPM2;MAPK11;PPP2R5B;CACNG7;CALM2;CACNA1S;ATP1B1;PPP2R1B;CREB3L4;RPS6KA5;ADRA1A;SCN1B;ADCY3;ATP1B2;KCNE1;CALML6;ATP1A4;PLCB4;AKT2;MAPK12;ACTC1;PPP2R2A;CAMK2G;ATP1B4;AGTR2;ADCY6;CACNG5;CACNG6;RAPGEF3,PPP2R2C;CAMK2D;PRKCA;ATP2B2;MYH7;SLC9A1;PIK3CB;MYH6;PRKACB;CACNB1;BCL2;ATP2B3;CALML3;CACNA1C;ADCY5;MAPK13;MYL4;ATF6B;TNNI3;PRKACA;ADCY1;RAPGEF4;CALM1;CACNG8;ATP1A2;CACNA1F;TNNT2;FXYD2;RYR2;CACNB4;PPP2R5E;PPP2R3B;ADCY4;ATP2B4;ADCY7;PPP2R2B;TPM2;MAPK11;PPP2R5B;CACNG7;CALM2;CACNA1S;ATP1B1;PPP2R1B;CREB3L4;RPS6KA5;ADRA1A;SCN1B;ADCY3;ATP1B2;KCNE1;CALML6;ATP1A4;PLCB4;AKT2;MAPK12;ACTC1;PPP2R2A;CAMK2G;ATP1B4;AGTR2;ADCY6;CACNG5;CACNG6;RAPGEF3
Fatty acid metabolism Homo sapiens hsa01212,0.1867608238144983,0.6858201584707448,0.8732394366197183,1.0,48,44,HADHA;ACAT1;PPT1;HADHB;ACSL5;ECHS1;CPT1A;SCD5;ACAA1;OXSM;ACSL4;FADS2;PPT2;HSD17B12;HADH;TECR;SCD;ACADL;MECR;ACACA;ACADSB;MCAT;CPT2;PECR;ACSL3;ACSL1;FASN;ACOX1;FADS1;ACAT2;CPT1C;ELOVL5;ELOVL6;ELOVL2;EHHADH;ACADM;ACSL6;ACAA2;ACSBG1;ACOX3;ACADS;ACADVL;ACSBG2;CPT1B,HADHA;ACAT1;PPT1;HADHB;ACSL5;ECHS1
Mucin type O-Glycan biosynthesis Homo sapiens hsa00512,-0.21280635121458324,-0.6374390686697643,0.8807947019867549,1.0,31,31,GALNT10;GALNT1;GALNT2;GCNT1;GALNT13;C1GALT1C1;GALNT15;B4GALT5;GALNT8;ST3GAL1;GALNT14;GALNT9;GCNT4;GALNT12;GALNTL6;GALNT11;GALNT16;WBSCR17;GALNTL5;GALNT4;GALNT5;GALNT18;ST6GALNAC1;GALNT3;GALNT7;C1GALT1;B3GNT6;GCNT3;ST3GAL2;POC1B-GALNT4;GALNT6,GALNTL5;GALNT4;GALNT5;GALNT18;ST6GALNAC1;GALNT3;GALNT7;C1GALT1;B3GNT6;GCNT3;ST3GAL2;POC1B-GALNT4;GALNT6
cGMP-PKG signaling pathway Homo sapiens hsa04022,0.15668521607940625,0.6704032284693474,0.8832116788321168,1.0,167,167,ATP1B3;RHOA;AGTR1;EDNRA;CALML5;SLC25A5;CREB3;VDAC2;PPP1CB;PLN;SLC25A6;PDE5A;GNAI2;GUCY1A2;TRPC6;PDE3B;ADRA2A;ADCY9;KCNMB2;PIK3R1;PPP3CC;ADORA3;PPP1CA;PPIF;MAPK3;ADCY2;ADRA2C;MYL9;KCNJ8;PIK3CA;MYLK4;GNA13;MAPK1;IRS1;VDAC1;PDE3A;CREB3L2;PPP3R2;PLCB1;IRS2;KCNMB1;GNAI1;GNA12;EDNRB;GATA4;CREB3L1;GUCY1A3;ATP2A2;ADRA1D;PDE2A;PIK3R5;ADRB3;VASP;ATF4;ATP1A3;PLCB2;MYLK2;KCNU1;CACNA1D;RAF1;NPR1;CREB5;NFATC1;NPPB;ADRB1;BAD;SLC8A3;ADRA1B;RGS2;CNGB1;GNAI3;MAP2K1;PIK3CD;PIK3R2;SRF;MEF2A;PRKCE;PLCB3;SLC8A1;AKT3;AKT1;CREB1;CNGA1;ADCY8;PIK3CG;PPP3R1;ATP2A3;PIK3R3;SLC8A2;CALM3;MRVI1;PPP3CB;MYLK;CREB3L3;INSR;PPP1CC;ATF2;PRKG1;ADRB2;PPP3CA;INS;MAP2K2;KCNMA1;ATP1A1;ROCK1;ATP2B1;GUCY1B3;GNAQ;NOS3;SLC25A4;ATP2B2;ITPR2;MYH7;VDAC3;NFATC2;PIK3CB;ATP2B3;CALML3;MEF2C;CACNA1C;ITPR3;ADCY5;GTF2IRD1;ATF6B;NPR2;KCNMB3;MEF2BNB-MEF2B;ADCY1;CALM1;ATP1A2;GNA11;CACNA1F;FXYD2;MEF2D;MYLK3;ADCY4;ATP2B4;ADCY7;ITPR1;CALM2;NFATC3;NFATC4;OPRD1;IRS4;CACNA1S;ATP1B1;CREB3L4;ADRA1A;BDKRB2;PRKG2;ADCY3;ATP1B2;KCNMB4;CALML6;MEF2B;GTF2I;ADORA1;ATP1A4;PPP1R12A;SLC25A31;PLCB4;AKT2;ROCK2;ATP1B4;ADCY6;ATP2A1;ADRA2B,ATP1B3;RHOA;AGTR1;EDNRA;CALML5;SLC25A5;CREB3;VDAC2;PPP1CB;PLN;SLC25A6;PDE5A;GNAI2;GUCY1A2;TRPC6;PDE3B;ADRA2A;ADCY9;KCNMB2;PIK3R1;PPP3CC;ADORA3;PPP1CA;PPIF;MAPK3;ADCY2;ADRA2C
Arginine and proline metabolism Homo sapiens hsa00330,0.20309188652284613,0.6924323870877509,0.8843537414965986,1.0,50,49,ALDH9A1;ALDH1B1;ARG2;AMD1;ODC1;ALDH18A1;ALDH2;OAT;PYCR1;P4HA1;SAT1;ALDH4A1;SRM;NOS2;PYCRL;SAT2;LAP3;CKMT1A;MAOA;SMS;CKMT1B;P4HA2;AGMAT;P4HA3;ALDH3A2;SMOX;L3HYPDH;DAO;PRODH2;HOGA1;PYCR2;CNDP2;GOT2;NOS1;CKM;GOT1;NOS3;ARG1;GATM;MAOB;AOC1;CKB;PRODH;GAMT;CNDP1;ALDH7A1;AZIN2;CARNS1;CKMT2,ALDH9A1;ALDH1B1;ARG2;AMD1;ODC1;ALDH18A1;ALDH2;OAT;PYCR1;P4HA1
Longevity regulating pathway - mammal Homo sapiens hsa04211,-0.16669126287656136,-0.7069724385551878,0.8874172185430463,1.0,94,94,ATG13;CREB3;APPL1;EIF4EBP1;PRKAB2;SESN2;ADIPOR1;ADCY9;PPARG;PIK3R1;IGF1;KRAS;FOXO3;SOD2;ADCY2;PIK3CA;IGF1R;IRS1;CREB3L2;SIRT1;IRS2;PRKAG1;EIF4E2;CREB3L1;ATG101;ATG5;PIK3R5;ATF4;RELA;CREB5;KL;PRKAG2;RHEB;PIK3CD;PIK3R2;CAMKK1;NRAS;AKT3;AKT1;CREB1;ADIPOR2;ADCY8;PIK3CG;PIK3R3;CAMK4;CREB3L3;INSR;ATF2;INS;HRAS;PRKACG;CAMKK2;EIF4E1B;SESN1;CAT;PIK3CB;PRKACB;SESN3;ADCY5;PRKAB1;RPS6KB1;ATF6B;BAX;PRKAA2;PRKACA;STK11;ADCY1;FOXO1;EHMT2;ADCY4;PRKAG3;ADCY7;ADIPOQ;AKT1S1;NFKB1;EIF4E;IRS4;TP53;TSC2;RPS6KB2;RB1CC1;CREB3L4;PPARGC1A;MTOR;ADCY3;ULK1;TSC1;RPTOR;AKT2;PRKAA1;ULK3;ADCY6;EHMT1;ULK2,ADCY5;PRKAB1;RPS6KB1;ATF6B;BAX;PRKAA2;PRKACA;STK11;ADCY1;FOXO1;EHMT2;ADCY4;PRKAG3;ADCY7;ADIPOQ;AKT1S1;NFKB1;EIF4E;IRS4;TP53;TSC2;RPS6KB2;RB1CC1;CREB3L4;PPARGC1A;MTOR;ADCY3;ULK1;TSC1;RPTOR;AKT2;PRKAA1;ULK3;ADCY6;EHMT1;ULK2
PI3K-Akt signaling pathway Homo sapiens hsa04151,-0.15942889277560976,-0.6846509234122976,0.8914728682170543,1.0,341,331,RPS6;EIF4B;NGFR;BCL2L11;CREB3;JAK1;COL2A1;EFNA3;GNB4;EIF4EBP1;IFNAR1;PGF;CCND3;FGF3;G6PC2;FN1;TNR;MDM2;FGFR1;IFNAR2;FGF18;COL4A4;IL4R;FGF11;GNGT2;PIK3R1;FGF14;FGF12;IGF1;FGF21;HSP90AB1;KRAS;PTEN;CCND1;LPAR5;VWF;MAPK3;FOXO3;TLR2;EFNA1;IBSP;PKN1;ITGAV;YWHAE;KDR;ANGPT4;G6PC;MYC;PPP2R3A;PIK3CA;CHRM2;LPAR6;PPP2R5A;CHUK;FGF20;MAPK1;CSH2;PIK3AP1;TNC;GNG2;CDKN1B;JAK3;IGF1R;ITGA5;IRS1;ITGB1;PDGFD;SPP1;CREB3L2;CSF1R;HGF;FGF19;PCK2;COL6A5;NGF;ITGA9;TLR4;GH1;VEGFB;GNG4;LAMC2;IL6R;PPP2R3C;ANGPT2;EIF4E2;RAC1;FASLG;PRLR;GRB2;PDGFRA;ITGA8;CSF3R;SYK;CREB3L1;FLT1;TEK;THBS1;SGK1;LPAR3;KITLG;FGF13;PRL;PIK3R5;EFNA4;COL9A1;ATF4;LAMB1;GNB2;ITGA1;MLST8;IL6;RAF1;RELA;GSK3B;CREB5;ITGB5;F2R;PPP2R5C;YWHAQ;PHLPP1;PPP2R2D;GNG11;BAD;IL2RB;PTK2;SOS2;YWHAZ;PPP2R1A;COL4A6;PPP2CA;DDIT4;GNB1;CHRM1;LAMA3;IL2RA;KIT;EGFR;CD19;GYS2;RHEB;CCND2;MAP2K1;PIK3CD;PIK3R2;NRAS;YWHAH;ITGA10;IFNA8;AKT3;AKT1;GNG5;JAK2;GNG10;FGF23;CREB1;ITGA6;CSF1;PIK3CG;PPP2R5D;VEGFA;PIK3R3;GNB5;NR4A1;IL7R;CDKN1A;G6PC3;GNG7;OSMR;ITGB3;RELN;ITGA11;CREB3L3;EFNA2;INSR;PPP2CB;FGF8;IL7;COL4A2;EGF;THBS2;YWHAG;IFNA17;YWHAB;GNG3;ATF2;LAMB2;IFNA1;INS;FLT4;COL4A1;HRAS;ITGA3;PDGFB;MAP2K2;GHR;IL2RG;IFNA6;CASP9;FGF9;LAMC1;NOS3;MET;PPP2R2C;SOS1;EIF4E1B;PRKCA;BCL2L1;FGF22;COL6A2;GYS1;PIK3CB;GNG12;LPAR2;PDPK1;CDK6;FGF6;CSF3;HSP90B1;BCL2;FGF16;RPS6KB1;ATF6B;PRKAA2;PDGFRB;STK11;COL6A1;LAMA2;IFNA14;COL4A3;IFNA21;COL1A2;LAMB3;FGF17;ITGA4;FGF5;COL9A3;LAMC3;PPP2R5E;HSP90AA1;PPP2R3B;FGF4;PKN2;ANGPT1;IFNB1;EFNA5;PPP2R2B;GNB3;THBS4;FGF2;CDK4;ITGB4;FGF10;NFKB1;PHLPP2;ITGB8;EIF4E;ITGB6;PPP2R5B;IFNA13;IFNA5;IL4;ITGA2;COL6A3;TP53;GNG8;PKN3;ITGB7;PCK1;RXRA;COL9A2;FGFR3;COMP;PPP2R1B;FGF7;TSC2;COL1A1;RPS6KB2;FGF1;EPO;FGFR2;CREB3L4;CRTC2;PDGFA;SGK3;MCL1;EPHA2;CCNE1;LAMB4;PDGFC;MTOR;LPAR4;BRCA1;THEM4;GNG13;IKBKG;CHAD;COL6A6;VEGFC;OSM;LAMA4;ITGA7;LPAR1;IL2;LAMA1;RBL2;TNXB;CDK2;MYB;CDC37;TCL1A;CCNE2;TSC1;RPTOR;MTCP1;AKT2;LAMA5;FIGF;ITGA2B;VTN;EPOR;IL3;SGK2;PPP2R2A;PRKAA1;TNN;IFNA2;FGFR4;IKBKB;THBS3;COL4A5;IL3RA,COL9A3;LAMC3;PPP2R5E;HSP90AA1;PPP2R3B;FGF4;PKN2;ANGPT1;IFNB1;EFNA5;PPP2R2B;GNB3;THBS4;FGF2;CDK4;ITGB4;FGF10;NFKB1;PHLPP2;ITGB8;EIF4E;ITGB6;PPP2R5B;IFNA13;IFNA5;IL4;ITGA2;COL6A3;TP53;GNG8;PKN3;ITGB7;PCK1;RXRA;COL9A2;FGFR3;COMP;PPP2R1B;FGF7;TSC2;COL1A1;RPS6KB2;FGF1;EPO;FGFR2;CREB3L4;CRTC2;PDGFA;SGK3;MCL1;EPHA2;CCNE1;LAMB4;PDGFC;MTOR;LPAR4;BRCA1;THEM4;GNG13;IKBKG;CHAD;COL6A6;VEGFC;OSM;LAMA4;ITGA7;LPAR1;IL2;LAMA1;RBL2;TNXB;CDK2;MYB;CDC37;TCL1A;CCNE2;TSC1;RPTOR;MTCP1;AKT2;LAMA5;FIGF;ITGA2B;VTN;EPOR;IL3;SGK2;PPP2R2A;PRKAA1;TNN;IFNA2;FGFR4;IKBKB;THBS3;COL4A5;IL3RA
Insulin signaling pathway Homo sapiens hsa04910,-0.16646626016573243,-0.722146344578594,0.8986486486486487,1.0,139,139,PYGB;RPS6;CALML5;PPP1CB;SLC2A4;EIF4EBP1;PRKAR2A;CRKL;PRKAB2;G6PC2;PDE3B;PIK3R1;KRAS;PPP1CA;HK2;MAPK3;G6PC;PIK3CA;MAPK1;IRS1;CBL;PCK2;IRS2;FLOT1;PYGL;PRKAG1;EIF4E2;PHKA1;PTPN1;PPP1R3C;FLOT2;GRB2;INPP5K;SHC3;SOCS3;RHOQ;PIK3R5;PHKG1;RAF1;GSK3B;PRKAG2;BAD;SOS2;HK3;GYS2;RHEB;MAP2K1;PIK3CD;RAPGEF1;PIK3R2;NRAS;AKT3;AKT1;HK1;PRKAR1B;PRKCZ;CRK;ACACA;PIK3CG;PIK3R3;G6PC3;CALM3;INSR;SH2B2;FBP2;MAPK9;SOCS4;SHC1;PPP1CC;PRKAR2B;ELK1;INS;HRAS;MAP2K2;PRKACG;INPPL1;SOS1;EIF4E1B;CBLC;GYS1;PIK3CB;PDPK1;PRKACB;MAPK8;FASN;CALML3;PHKB;CBLB;PRKAB1;HKDC1;RPS6KB1;MAPK10;PRKAA2;MKNK1;PRKACA;SHC2;CALM1;SREBF1;FOXO1;TRIP10;SORBS1;SHC4;ARAF;PRKAG3;FBP1;PYGM;BRAF;EIF4E;SOCS2;CALM2;IRS4;PPP1R3B;PRKCI;PCK1;PRKAR1A;TSC2;GCK;RPS6KB2;PHKG2;PPP1R3D;PPP1R3F;PPARGC1A;MKNK2;MTOR;PPP1R3E;CALML6;PTPRF;SOCS1;EXOC7;TSC1;RPTOR;AKT2;LIPE;PHKA2;PPP1R3A;PRKAA1;IKBKB;ACACB;PKLR,CBLC;GYS1;PIK3CB;PDPK1;PRKACB;MAPK8;FASN;CALML3;PHKB;CBLB;PRKAB1;HKDC1;RPS6KB1;MAPK10;PRKAA2;MKNK1;PRKACA;SHC2;CALM1;SREBF1;FOXO1;TRIP10;SORBS1;SHC4;ARAF;PRKAG3;FBP1;PYGM;BRAF;EIF4E;SOCS2;CALM2;IRS4;PPP1R3B;PRKCI;PCK1;PRKAR1A;TSC2;GCK;RPS6KB2;PHKG2;PPP1R3D;PPP1R3F;PPARGC1A;MKNK2;MTOR;PPP1R3E;CALML6;PTPRF;SOCS1;EXOC7;TSC1;RPTOR;AKT2;LIPE;PHKA2;PPP1R3A;PRKAA1;IKBKB;ACACB;PKLR
Endometrial cancer Homo sapiens hsa05213,0.17663096408253307,0.6269763805915486,0.904,1.0,52,52,CTNNB1;CTNNA3;PIK3R1;KRAS;PTEN;LEF1;CCND1;MAPK3;FOXO3;TCF7L2;MYC;PIK3CA;MAPK1;CDH1;GRB2;PIK3R5;RAF1;GSK3B;BAD;SOS2;CTNNA1;MLH1;EGFR;MAP2K1;PIK3CD;PIK3R2;NRAS;AKT3;AKT1;CTNNA2;PIK3CG;PIK3R3;EGF;ELK1;HRAS;MAP2K2;CASP9;SOS1;PIK3CB;PDPK1;ARAF;TCF7L1;ILK;BRAF;TP53;TCF7;ERBB2;AXIN1;APC;AKT2;APC2;AXIN2,CTNNB1;CTNNA3;PIK3R1;KRAS;PTEN;LEF1;CCND1;MAPK3;FOXO3;TCF7L2;MYC;PIK3CA;MAPK1;CDH1
Wnt signaling pathway Homo sapiens hsa04310,0.17348950616037803,0.7115453021855603,0.9041095890410958,1.0,142,142,SFRP5;WNT6;RHOA;SOST;SFRP1;CTNNB1;RBX1;FRAT2;WNT3A;DKK1;SMAD3;WNT7B;CCND3;WNT4;DKK2;WNT2;FZD9;PPP3CC;LEF1;CCND1;FZD10;TCF7L2;MMP7;WNT11;MYC;SERPINF1;RAC3;CTBP2;PPP3R2;CSNK2A2;FZD2;PLCB1;FRAT1;CSNK1A1;RAC1;NOTUM;WNT16;CSNK2A1;VANGL1;LRP6;WNT5A;PLCB2;SKP1;SIAH1;GSK3B;CHD8;FZD4;NFATC1;CSNK1E;WNT1;PRICKLE1;WNT5B;BTRC;BAMBI;PRKCB;WNT10B;WIF1;CUL1;FBXW11;CSNK2B;CCND2;FZD7;GPC4;PLCB3;TBL1Y;SENP2;SFRP4;RAC2;PRKCG;DVL1;CTNNBIP1;EP300;PPP3R1;CAMK2A;PRICKLE2;PPP3CB;MAPK9;WNT9B;FOSL1;CXXC4;SOX17;PPP3CA;CAMK2B;CACYBP;SMAD4;NKD1;PRKACG;CAMK2D;PRKCA;NFATC2;SFRP2;PRKACB;MAPK8;DVL3;MAP3K7;MAPK10;PPARD;CSNK2A3;PRKACA;NKD2;WNT8A;FZD6;RUVBL1;DAAM2;WNT10A;FZD3;CER1;WNT9A;LRP5;CREBBP;FZD1;TCF7L1;PSEN1;FZD5;NLK;NFATC3;NFATC4;TBL1XR1;DVL2;TP53;TCF7;VANGL2;AXIN1;DAAM1;INVS;TBL1X;FZD8;PORCN;CSNK1A1L;WNT3;DKK4;APC;JUN;WNT7A;WNT2B;PLCB4;ROCK2;WNT8B;CAMK2G;APC2;CTBP1;AXIN2,SFRP5;WNT6;RHOA;SOST;SFRP1;CTNNB1;RBX1;FRAT2;WNT3A;DKK1;SMAD3;WNT7B;CCND3;WNT4;DKK2;WNT2;FZD9;PPP3CC;LEF1;CCND1;FZD10;TCF7L2;MMP7;WNT11;MYC;SERPINF1;RAC3;CTBP2
Shigellosis Homo sapiens hsa05131,-0.16232320859030797,-0.6120275267825145,0.9047619047619048,1.0,65,64,ARPC2;CRKL;RIPK2;ARPC4;ACTG1;ARPC3;HCLS1;ARPC5;VCL;MAPK3;PFN2;CHUK;MAPK1;ITGA5;ITGB1;WAS;RHOG;ARPC1B;CD44;ELMO1;RAC1;NOD1;MAD2L2;ACTB;ATG5;PFN1;RELA;PFN3;BTRC;ELMO2;UBE2D2;CDC42;FBXW11;DIAPH1;MAPK14;WASF1;WASL;CRK;MAPK9;ARPC1A;NFKBIA;DOCK1;ROCK1;WASF2;MAPK8;MAPK13;MAPK10;CXCL8;ARPC5L;PFN4;CTTN;NOD2;NFKBIB;NFKB1;MAPK11;IKBKG;ABL1;SRC;ELMO3;ROCK2;MAPK12;U2AF1L4;IKBKB;U2AF1,IKBKG;ABL1;SRC;ELMO3;ROCK2;MAPK12;U2AF1L4;IKBKB;U2AF1
Nicotinate and nicotinamide metabolism Homo sapiens hsa00760,0.19323679223220325,0.6509290117401683,0.9071428571428571,1.0,29,28,NMRK2;QPRT;NMNAT2;BST1;NAMPT;NT5C3A;NT5C1A;NNT;AOX1;NADK2;PNP;CD38;NT5C3B;NMNAT3;NNMT;NT5E;NT5C1B;ENPP1;NAPRT;NMNAT1;NT5M;NADK;NUDT12;NT5C;NADSYN1;NT5C2;ENPP3;NMRK1,NMRK2;QPRT
Rheumatoid arthritis Homo sapiens hsa05323,0.18669343460990662,0.513197158665348,0.9166666666666666,1.0,90,86,ATP6V0E2;ATP6V0E1;TNFSF13B;ATP6V1F;HLA-DRB5;HLA-DMB;IL18;HLA-DQB1;HLA-DPA1;CD86;HLA-DMA;CXCL5;HLA-DOB;TNFRSF11A;TLR2;HLA-DOA;HLA-DRA;IL15;HLA-DQA2;ATP6V0A4;ICAM1;HLA-DRB1;MMP3;CCL20;IFNG;ATP6AP1;TLR4;HLA-DPB1;ITGAL;ITGB2;ATP6V1D;FLT1;TEK;CD80;ATP6V0B;ATP6V1E1;IL17A;TGFB1;IL6;ATP6V1B2;ATP6V0D1;CXCL12;CD28;HLA-DQA1;ATP6V1G1;TNFSF11;TNFSF13;TCIRG1;ACP5;ATP6V1C1;ATP6V0A2;MMP1;ATP6V1G2;ATP6V1H;CSF1;VEGFA;CTSL;ATP6V1A;ATP6V0A1;IL23A;ATP6V0D2;CXCL1;CCL5;ATP6V0C;IL1A;CXCL6;LTB;TGFB2;CXCL8;ANGPT1;CTLA4;ATP6V1G3;ATP6V1B1;CCL2;TNF;CSF2;IL11;TGFB3;JUN;CTSK;CCL3L3;CCL3;ATP6V1C2;IL1B;ATP6V1E2;FOS,ATP6V0E2;ATP6V0E1;TNFSF13B;ATP6V1F;HLA-DRB5;HLA-DMB;IL18;HLA-DQB1;HLA-DPA1;CD86;HLA-DMA;CXCL5;HLA-DOB;TNFRSF11A;TLR2;HLA-DOA;HLA-DRA;IL15;HLA-DQA2;ATP6V0A4;ICAM1;HLA-DRB1;MMP3;CCL20;IFNG;ATP6AP1;TLR4;HLA-DPB1;ITGAL;ITGB2;ATP6V1D
Thyroid hormone synthesis Homo sapiens hsa04918,-0.17430711056939677,-0.7057505532879731,0.920863309352518,1.0,71,71,ATP1B3;CREB3;GPX1;GPX3;ADCY9;TSHB;CANX;ADCY2;TSHR;GPX2;PAX8;CREB3L2;PLCB1;SLC5A5;ASGR2;CREB3L1;ATF4;ATP1A3;PLCB2;HSPA5;CREB5;PRKCB;TG;GPX7;PLCB3;CREB1;PRKCG;ADCY8;DUOXA2;GSR;CREB3L3;ATF2;PDIA4;ATP1A1;GNAS;GPX6;PRKACG;GNAQ;PRKCA;ITPR2;GPX8;IYD;PRKACB;CGA;HSP90B1;ASGR1;ITPR3;ADCY5;ATF6B;PRKACA;ADCY1;ATP1A2;FXYD2;ADCY4;DUOX2;TPO;ADCY7;ITPR1;ATP1B1;TTF1;CREB3L4;LRP2;ADCY3;SLC26A4;ATP1B2;ATP1A4;GPX5;PLCB4;TTF2;ATP1B4;ADCY6,ATP1A1;GNAS;GPX6;PRKACG;GNAQ;PRKCA;ITPR2;GPX8;IYD;PRKACB;CGA;HSP90B1;ASGR1;ITPR3;ADCY5;ATF6B;PRKACA;ADCY1;ATP1A2;FXYD2;ADCY4;DUOX2;TPO;ADCY7;ITPR1;ATP1B1;TTF1;CREB3L4;LRP2;ADCY3;SLC26A4;ATP1B2;ATP1A4;GPX5;PLCB4;TTF2;ATP1B4;ADCY6
Epstein-Barr virus infection Homo sapiens hsa05169,-0.15176287728411736,-0.6059333425095633,0.9219858156028369,1.0,202,198,JAK1;HLA-E;SND1;LYN;PSMD1;HLA-DRB5;DDX58;HLA-B;MDM2;HLA-C;NEDD4;PLCG2;HLA-DQB1;HLA-DPA1;EIF2AK2;TBPL1;PIK3R1;HLA-G;POLR3H;PSMD2;SPI1;YWHAE;MYC;HLA-DRA;POLR3B;POLR2K;HLA-DQA2;PIK3CA;HLA-A;CHUK;HLA-F;HDAC2;PSMC3;IL10RA;ICAM1;CDKN1B;JAK3;IL10;POLR3K;HLA-DRB1;HSPA1A;PSMD4;CSNK2A2;RAN;IFNG;VIM;RB1;ENTPD1;TAB2;GTF2B;CD44;HSPA8;HLA-DPB1;ITGAL;POLR2G;POLR3GL;HSPA1B;PSMD8;SYK;PSMD6;CSNK2A1;HSPB2;PIK3R5;PSMC5;RIPK1;FCER2;RELA;GSK3B;EIF2AK3;YWHAQ;HDAC5;PSMD13;POLR3F;RBPJ;YWHAZ;GTF2E2;POLR1C;CSNK2B;HLA-DQA1;RELB;CD19;PSMD14;MAP2K3;MAPK14;FGR;PIK3CD;PIK3R2;NFKB2;POLR3D;POLR3A;POLR2L;SNW1;YWHAH;AKT3;AKT1;NCOR2;TRAF3;POLR3C;EP300;POLR2J;CD38;PIK3CG;POLR3G;PIK3R3;CDKN1A;TRAF6;NFKBIE;USP7;TRADD;TNFAIP3;POLR2B;HSPA6;MAPK9;YWHAG;HSPA1L;PSMD11;YWHAB;PSMC1;ATF2;POLR2I;NFKBIA;GTF2E1;PRKACG;PTMA;MAP2K4;SHFM1;POLR2A;POLR2J3;EIF2AK1;STAT3;HSPB1;TAB1;PIK3CB;POLR1D;TBK1;PRKACB;MAPK8;MAP3K7;IRAK1;BCL2;HDAC4;IL10RB;CD40;ENTPD3;PSMC4;PSMC2;MAPK13;MAPK10;CSNK2A3;PRKACA;EIF2AK4;POLR2E;PSMD3;SPN;PSMD7;TBPL2;CREBBP;CCNA1;NFKBIB;POLR2J2;POLR2D;NFKB1;MAPK11;TRAF5;AKAP8L;NUP214;TBP;PSMD12;TP53;POLR2H;MAP2K6;MAP3K14;HDAC1;RBPJL;CR2;IKBKG;CDK1;CD58;JUN;PSMC6;CDK2;IRF3;AKT2;HSPA2;MAPK12;TYK2;TRAF2;POLR2F;CCNA2;IKBKB;POLR2C;ENTPD8;MAP2K7;TRAF1;SKP2;XPO1;PLCG1;POLR3E,AKT2;HSPA2;MAPK12;TYK2;TRAF2;POLR2F;CCNA2;IKBKB;POLR2C;ENTPD8;MAP2K7;TRAF1;SKP2;XPO1;PLCG1;POLR3E
